,1,2,3,4
401056500,65,69,73.0,70.0
401056501,74,74,71.0,71.0
401056502,68,72,71.0,73.0
401056505,71,66,69.0,65.0
401056507,72,75,71.0,72.0
401056512,66,68,71.0,70.0
401056513,71,68,73.0,67.0
401056516,68,76,70.0,71.0
401056520,67,71,73.0,67.0
401056521,68,71,73.0,77.0
401056522,69,70,73.0,69.0
401056526,73,77,,
401056527,72,75,74.0,71.0
401056528,67,70,72.0,75.0
401056543,71,73,69.0,68.0
401056544,72,67,67.0,70.0
401056545,68,67,65.0,64.0
401056547,76,71,,
401056552,70,72,71.0,71.0
401056553,72,69,69.0,68.0
401056554,71,70,70.0,68.0
401056556,73,70,71.0,70.0
401056557,69,70,71.0,64.0
401056559,67,66,69.0,70.0
401148238,71,74,76.0,69.0
401148239,68,67,64.0,70.0
401148241,69,71,73.0,69.0
401148242,65,71,66.0,68.0
401148243,74,67,,
401155419,74,71,70.0,
401155420,68,72,80.0,69.0
401155421,63,68,73.0,69.0
401155424,68,71,68.0,65.0
401155426,73,67,70.0,75.0
401155427,72,73,77.0,73.0
401155459,68,68,70.0,69.0
401155461,76,71,70.0,72.0
401155466,70,68,,
401155467,70,70,68.0,67.0
401155473,66,64,65.0,65.0
401155474,73,70,,
401155475,70,71,74.0,72.0
401155476,70,73,71.0,70.0
401219333,72,70,72.0,80.0
401219478,70,70,72.0,75.0
401219481,69,71,71.0,69.0
401219498,69,70,,
401219796,70,70,72.0,71.0
401219797,72,67,73.0,73.0
401219802,70,69,65.0,64.0
401223849,72,69,70.0,66.0
401242996,71,66,66.0,75.0
401242997,65,66,66.0,65.0
401242998,76,69,,
401242999,66,68,71.0,73.0
401243002,67,67,69.0,70.0
401243004,74,75,,
401243005,71,73,71.0,74.0
401243010,76,71,73.0,76.0
401243011,66,67,71.0,72.0
