,1,2,3,4
401056252,71,71,,
401056503,69,71,73.0,71.0
401056504,70,70,,
401056505,74,73,,
401056506,72,70,,
401056511,64,66,76.0,75.0
401056514,70,67,73.0,71.0
401056515,72,74,,
401056517,70,68,73.0,71.0
401056520,74,76,,
401056523,70,68,70.0,73.0
401056525,71,71,72.0,69.0
401056526,73,68,,
401056545,70,74,,
401056548,74,73,,
401056549,70,69,,
401056550,71,81,,
401056551,71,67,66.0,71.0
401056555,71,68,,
401056557,67,76,,
401056558,68,65,73.0,71.0
401219333,75,76,,
