,1,2,3,4
401056252,73,72,,
401056503,72,72,,
401056504,74,71,,
401056506,70,68,74.0,64.0
401056510,68,70,70.0,67.0
401056511,65,71,67.0,71.0
401056512,70,71,68.0,70.0
401056513,67,64,72.0,72.0
401056514,71,68,73.0,68.0
401056520,70,72,68.0,72.0
401056522,69,75,,
401056523,71,72,77.0,68.0
401056525,71,70,69.0,75.0
401056526,71,72,,
401056528,66,68,71.0,73.0
401056546,69,77,,
401056548,74,69,,
401056549,70,69,,
401056550,72,69,73.0,71.0
401056551,68,79,,
401056553,67,69,75.0,71.0
401056555,69,71,,
401056557,70,73,,
401056558,71,70,,
401155420,77,66,75.0,78.0
401155421,70,77,,
