,1,2,3,4
401056252,64,72,70.0,72.0
401056503,73,75,,
401056504,70,72,,
401056505,67,71,73.0,69.0
401056506,67,69,67.0,64.0
401056510,69,68,67.0,71.0
401056511,71,67,71.0,
401056512,73,70,,
401056513,71,71,,
401056514,74,74,78.0,
401056515,71,72,,
401056520,72,68,72.0,70.0
401056523,74,70,,
401056525,72,72,,
401056526,73,71,,
401056545,67,71,,
401056546,67,67,72.0,68.0
401056548,75,66,,
401056549,73,69,,
401056550,71,72,69.0,71.0
401056551,68,72,,
401056555,73,73,,
401056557,65,70,73.0,71.0
401056558,69,66,69.0,67.0
