,1,2,3,4
401056252,74,71,,
401056503,73,75,,
401056506,72,77,,
401056514,69,72,75.0,
401056517,70,74,72.0,68.0
401056525,73,69,76.0,75.0
401056546,74,72,,
401056548,67,72,,
401056551,65,73,,
401056555,69,74,,
401056558,74,70,,
401148234,73,71,,
401148237,70,72,68.0,68.0
401148240,69,72,,
401148243,70,70,,
401155422,74,72,71.0,
401155425,70,74,,
401155459,72,70,,
401155472,68,77,,
401219793,75,81,,
