,1,2,3,4
401056252,77,76.0,,
401056503,78,82.0,,
401056504,72,69.0,,
401056505,69,70.0,,
401056506,78,,,
401155460,69,69.0,65.0,72.0
401155466,67,66.0,67.0,69.0
401155473,65,70.0,70.0,66.0
401219498,69,68.0,73.0,70.0
401219793,68,72.0,,
401219794,72,69.0,66.0,68.0
401219799,70,78.0,,
401219802,78,72.0,,
401242997,68,67.0,67.0,66.0
401243001,69,70.0,78.0,68.0
401243006,74,78.0,,
401243009,71,81.0,,
401243011,68,66.0,75.0,67.0
401243419,67,71.0,67.0,69.0
401243433,69,71.0,72.0,70.0
