,1,2,3,4
401056252,70,70.0,69.0,68.0
401056500,67,67.0,67.0,69.0
401056501,73,70.0,68.0,70.0
401056505,69,68.0,71.0,68.0
401056512,69,79.0,,
401056513,69,68.0,68.0,72.0
401056514,76,71.0,77.0,
401056515,63,69.0,68.0,70.0
401056521,78,70.0,,
401056522,73,72.0,,
401056526,69,73.0,,
401056527,70,72.0,74.0,80.0
401056543,69,71.0,76.0,72.0
401056544,70,71.0,69.0,71.0
401056547,66,68.0,69.0,87.0
401056549,69,75.0,,
401056550,80,,,
401056552,71,77.0,,
401056554,76,71.0,,
401056555,72,67.0,,
401056556,72,77.0,,
401056557,67,68.0,70.0,70.0
401056559,76,71.0,68.0,70.0
401148233,71,66.0,,
401148238,70,77.0,,
401155413,78,71.0,76.0,71.0
401155420,68,69.0,71.0,73.0
401155421,64,65.0,70.0,75.0
401155422,71,72.0,67.0,71.0
401155423,69,69.0,76.0,72.0
401219793,70,68.0,70.0,71.0
401219794,71,68.0,71.0,81.0
401219795,72,68.0,,
401223849,73,,,
401242998,75,71.0,,
401242999,72,71.0,,
401243000,71,76.0,,
401243001,70,69.0,75.0,73.0
401243006,69,67.0,67.0,79.0
401243008,74,75.0,,
401243009,78,74.0,,
401243419,74,69.0,,
401243420,78,73.0,,
401243433,70,71.0,74.0,76.0
