,1,2,3,4
401056252,72,68.0,70.0,71.0
401148233,70,66.0,67.0,72.0
401148234,72,74.0,,
401148235,74,68.0,75.0,75.0
401148237,66,74.0,73.0,70.0
401148240,69,68.0,68.0,72.0
401148242,72,,,
401148243,70,68.0,70.0,69.0
401155418,74,72.0,,
401155419,67,71.0,69.0,73.0
401155420,72,68.0,68.0,74.0
401155422,71,70.0,69.0,74.0
401155425,70,68.0,67.0,72.0
401155426,73,75.0,,
401155459,72,68.0,,
401155460,73,68.0,,
401155466,65,73.0,,
401155473,71,75.0,,
401219480,65,71.0,69.0,66.0
401219793,73,71.0,,
401219794,70,69.0,66.0,69.0
401219795,74,71.0,,
401219799,68,77.0,,
401219801,75,73.0,,
401223849,76,81.0,,
401242997,72,73.0,,
401242998,76,67.0,78.0,75.0
401243000,72,74.0,,
401243001,67,68.0,77.0,74.0
401243004,79,75.0,,
401243005,72,69.0,72.0,70.0
401243006,70,69.0,70.0,71.0
401243008,72,69.0,73.0,69.0
401243401,69,70.0,73.0,68.0
401243420,74,75.0,,
