,1,2,3,4
401056500,70,69.0,71.0,74.0
401056501,72,68.0,68.0,69.0
401056502,70,69.0,80.0,74.0
401056505,66,67.0,67.0,67.0
401056510,69,70.0,,
401056511,72,68.0,,
401056512,72,73.0,,
401056514,69,76.0,73.0,
401056515,69,73.0,68.0,76.0
401056521,69,73.0,72.0,75.0
401056544,70,72.0,,
401056545,70,67.0,,
401056548,69,69.0,68.0,68.0
401056550,69,68.0,66.0,74.0
401056551,67,71.0,67.0,64.0
401056552,68,73.0,76.0,77.0
401056553,73,,,
401056554,75,70.0,71.0,74.0
401056558,67,72.0,67.0,69.0
401148235,70,76.0,,
401148236,69,64.0,62.0,68.0
401148238,73,69.0,70.0,69.0
401148239,72,70.0,69.0,70.0
401148242,68,65.0,68.0,69.0
401155418,68,73.0,66.0,72.0
401155420,69,74.0,70.0,74.0
401155422,71,75.0,74.0,
401155423,73,70.0,69.0,73.0
401155427,77,76.0,,
401155459,69,69.0,70.0,69.0
401155460,68,68.0,70.0,72.0
401155472,70,69.0,66.0,67.0
401155473,69,,,
401155474,71,,,
401219480,70,70.0,71.0,68.0
401219498,73,66.0,,
401219793,65,69.0,69.0,69.0
401219794,73,71.0,,
401219795,68,69.0,,
401219799,71,72.0,,
401219800,69,79.0,,
401219801,74,69.0,,
401219802,68,72.0,68.0,72.0
401223849,68,72.0,72.0,72.0
401242997,68,65.0,69.0,66.0
401242998,71,70.0,77.0,74.0
401242999,69,71.0,,
401243000,69,72.0,72.0,68.0
401243001,71,72.0,,
401243004,75,71.0,70.0,74.0
401243005,77,69.0,,
401243006,72,69.0,71.0,70.0
401243008,72,70.0,69.0,77.0
401243009,70,73.0,72.0,75.0
401243011,72,69.0,,
401243401,70,71.0,,
401243419,70,67.0,69.0,70.0
401243420,69,72.0,72.0,71.0
401243433,68,68.0,72.0,72.0
