,1,2,3,4
401056252,72,73,,
401056500,65,67,71.0,72.0
401056501,70,65,72.0,69.0
401056504,69,68,68.0,65.0
401056505,67,68,70.0,62.0
401056507,76,72,69.0,69.0
401056510,71,66,66.0,69.0
401056511,72,65,70.0,70.0
401056513,66,71,71.0,68.0
401056514,70,65,69.0,73.0
401056520,72,73,,
401056521,74,70,70.0,76.0
401056522,74,68,72.0,72.0
401056528,67,70,68.0,69.0
401056543,67,73,70.0,71.0
401056544,71,70,71.0,72.0
401056545,69,66,66.0,68.0
401056551,67,69,63.0,64.0
401056552,72,67,72.0,76.0
401056553,70,68,68.0,72.0
401056555,72,70,,
401056556,67,72,72.0,77.0
401056558,62,70,69.0,69.0
401148233,69,65,69.0,68.0
401148235,70,72,80.0,71.0
401148236,70,71,,
401148238,72,72,79.0,78.0
401148239,78,68,68.0,71.0
401148242,70,66,68.0,72.0
401155418,70,69,71.0,69.0
401155419,67,68,72.0,72.0
401155421,67,65,68.0,71.0
401155422,68,66,72.0,76.0
401155423,70,69,70.0,70.0
401155427,71,78,,
401155459,67,71,73.0,71.0
401155461,72,73,77.0,78.0
401155472,73,70,,
401155473,68,66,74.0,69.0
401155474,65,70,70.0,69.0
401219481,70,74,,
401219498,76,71,,
401219793,71,72,,
401219794,70,71,69.0,76.0
401219795,68,65,67.0,68.0
401219799,67,70,72.0,66.0
401219800,68,74,69.0,68.0
401219801,70,66,69.0,65.0
401219802,70,70,68.0,70.0
401242997,71,69,,
401243000,69,74,69.0,74.0
401243001,73,67,75.0,75.0
401243005,73,70,71.0,79.0
401243011,70,70,72.0,74.0
401243401,70,74,,
401243419,73,68,,
401243420,70,68,73.0,70.0
401243433,76,74,,
