,1,2,3,4
401056501,71,74,66.0,69.0
401056502,72,70,77.0,72.0
401056510,69,67,65.0,73.0
401056512,66,66,73.0,67.0
401056513,68,69,69.0,69.0
401056515,71,69,70.0,67.0
401056516,72,70,67.0,70.0
401056521,72,70,71.0,73.0
401056522,71,72,66.0,67.0
401056527,75,70,68.0,72.0
401056542,66,75,66.0,71.0
401056543,69,63,73.0,63.0
401056544,68,68,70.0,72.0
401056545,67,70,,
401056547,71,74,,
401056550,73,70,70.0,69.0
401056551,67,70,68.0,67.0
401056552,70,68,68.0,77.0
401056554,71,70,64.0,72.0
401056556,69,73,70.0,70.0
401056557,68,67,68.0,70.0
401056558,64,70,66.0,68.0
401056559,65,71,72.0,72.0
401077167,74,68,71.0,75.0
401148235,72,72,,
401148236,68,67,68.0,65.0
401148238,69,70,69.0,65.0
401148239,65,67,65.0,67.0
401148241,75,67,68.0,67.0
401155418,74,67,67.0,66.0
401155420,73,67,74.0,71.0
401155421,67,74,65.0,68.0
401155423,71,72,64.0,69.0
401155424,69,64,71.0,67.0
401155427,69,73,80.0,77.0
401155460,71,68,65.0,71.0
401155461,75,79,,
401155467,68,71,67.0,68.0
401155474,70,69,65.0,70.0
401155475,67,73,69.0,69.0
401155476,70,70,67.0,70.0
401219333,71,69,70.0,78.0
401219478,68,68,72.0,72.0
401219481,70,67,69.0,70.0
401219498,74,70,,
401219795,68,69,,
401219796,70,68,70.0,74.0
401219797,70,71,68.0,66.0
401219800,70,70,66.0,63.0
401223849,67,68,72.0,73.0
401242996,73,75,72.0,68.0
401242997,66,65,66.0,68.0
401242998,74,68,74.0,73.0
401242999,71,67,69.0,69.0
401243001,71,73,,
401243002,72,66,68.0,74.0
401243004,75,70,69.0,72.0
401243005,76,69,,
401243009,67,74,73.0,71.0
401243010,69,71,65.0,73.0
401243419,68,70,68.0,70.0
