,1,2,3,4
401056252,73,70,,
401056504,75,66,,
401056505,66,69,68.0,70.0
401056506,71,74,,
401056510,68,69,71.0,69.0
401056511,72,70,72.0,
401056513,68,68,69.0,70.0
401056514,71,68,78.0,
401056515,69,73,66.0,75.0
401056520,69,72,70.0,68.0
401056522,73,72,,
401056523,69,72,71.0,74.0
401056526,71,72,70.0,71.0
401056528,73,70,,
401056544,69,70,70.0,73.0
401056545,69,64,67.0,68.0
401056548,64,68,72.0,61.0
401056549,74,71,,
401056550,71,75,,
401056551,71,67,69.0,67.0
401056555,65,74,,
401056557,68,75,,
401056558,70,70,,
401148233,68,68,67.0,73.0
401148234,70,70,69.0,75.0
401148236,68,68,66.0,69.0
401148237,66,77,77.0,69.0
401148242,66,77,,
401148243,75,68,,
401155418,76,69,,
401155419,68,70,71.0,
401155421,71,72,,
401155423,67,69,68.0,75.0
401155426,70,69,70.0,69.0
401155466,65,69,72.0,64.0
401155472,72,69,,
401155473,68,68,63.0,65.0
401155474,64,67,70.0,68.0
401155475,74,69,70.0,73.0
401219481,71,69,71.0,68.0
401219498,70,70,,
401219795,67,67,66.0,70.0
401219796,66,68,67.0,70.0
401219797,68,72,63.0,66.0
401219800,69,72,69.0,68.0
401219801,70,69,67.0,66.0
401219802,72,74,,
401223849,70,70,70.0,67.0
401242997,66,64,65.0,68.0
401242999,71,67,65.0,71.0
401243001,69,72,73.0,70.0
401243005,75,73,,
401243006,64,69,73.0,68.0
401243011,69,70,67.0,67.0
401243401,72,71,,
401243420,74,70,74.0,75.0
401243433,74,72,,
