,1,2,3,4
401056501,71,72.0,69.0,72.0
401056504,70,67.0,68.0,70.0
401056505,70,70.0,,
401056506,67,68.0,67.0,66.0
401056514,68,70.0,70.0,71.0
401056517,70,72.0,73.0,69.0
401056520,72,70.0,,
401056521,68,75.0,69.0,78.0
401056523,71,72.0,70.0,74.0
401056525,73,64.0,64.0,69.0
401056526,69,69.0,72.0,66.0
401056528,68,71.0,73.0,73.0
401056543,69,72.0,73.0,71.0
401056544,71,72.0,,
401056547,73,70.0,68.0,77.0
401056552,70,72.0,73.0,70.0
401056553,71,71.0,78.0,72.0
401056555,65,67.0,,68.0
401056556,69,70.0,70.0,72.0
401148238,68,71.0,68.0,71.0
401148239,81,,,
401148242,66,71.0,71.0,67.0
401155413,74,69.0,76.0,72.0
401155418,71,69.0,67.0,64.0
401155422,70,75.0,73.0,
401155424,76,74.0,75.0,72.0
401155427,68,74.0,76.0,76.0
401155459,69,70.0,,
401155461,79,76.0,,
401155467,68,70.0,70.0,69.0
401155473,73,71.0,,
401155474,77,72.0,,
401219333,76,80.0,,
401219478,72,73.0,,
401219480,70,73.0,,
401219481,72,74.0,,
401219498,75,66.0,,
401219800,69,73.0,69.0,70.0
401219801,70,68.0,70.0,72.0
401219802,72,71.0,,
401223849,68,73.0,70.0,72.0
401243004,79,70.0,,
401243005,73,74.0,,
401243006,79,69.0,,
401243008,70,69.0,70.0,69.0
401243009,74,71.0,69.0,74.0
401243011,73,71.0,,
401243433,74,73.0,,
