,1,2,3,4
401056505,71,70,,
401056506,70,69,63.0,65.0
401056510,69,69,68.0,73.0
401056511,69,68,69.0,71.0
401056513,70,69,70.0,68.0
401056514,65,71,74.0,71.0
401056516,73,67,70.0,71.0
401056521,70,69,70.0,75.0
401056522,68,68,71.0,73.0
401056523,67,75,72.0,69.0
401056527,69,73,72.0,69.0
401056528,71,68,72.0,72.0
401056542,71,70,68.0,68.0
401056543,68,68,69.0,69.0
401056544,64,70,72.0,68.0
401056547,70,71,70.0,73.0
401056549,69,65,71.0,67.0
401056552,77,76,,
401056553,72,72,,
401056554,75,67,73.0,72.0
401056556,73,70,75.0,69.0
401056557,66,70,72.0,71.0
401056559,77,67,66.0,67.0
401148239,75,70,68.0,72.0
401148241,72,67,67.0,77.0
401148242,70,71,70.0,74.0
401148243,73,67,,
401148244,71,70,70.0,65.0
401155413,72,72,68.0,76.0
401155418,69,69,64.0,69.0
401155419,74,68,69.0,
401155422,72,68,70.0,75.0
401155424,73,69,67.0,69.0
401155427,74,79,,
401155459,67,69,68.0,69.0
401155460,65,69,70.0,66.0
401155461,74,74,,
401155466,71,71,,
401155467,70,68,72.0,65.0
401155473,69,64,65.0,64.0
401155474,65,66,70.0,66.0
401155475,72,70,70.0,74.0
401155476,72,68,69.0,71.0
401219333,76,76,,
401219478,71,76,,
401219481,67,73,68.0,67.0
401219498,68,71,,
401219796,77,71,67.0,71.0
401219797,66,67,73.0,66.0
401219801,68,66,66.0,63.0
401242996,70,71,69.0,68.0
401242997,69,67,64.0,68.0
401243002,67,69,80.0,72.0
401243004,73,72,67.0,78.0
401243005,75,75,,
401243010,72,77,,
401243011,72,73,,
401243433,68,74,,
