,1,2,3,4
401056504,71,72,,
401056505,69,65,66.0,67.0
401056506,70,72,,
401056514,72,68,68.0,70.0
401056515,67,73,70.0,72.0
401056520,69,72,68.0,67.0
401056522,71,64,71.0,67.0
401056523,69,71,68.0,74.0
401056526,70,72,68.0,70.0
401056528,70,76,,
401056543,66,72,75.0,72.0
401056544,72,66,69.0,74.0
401056547,73,68,75.0,73.0
401056552,73,72,,
401056553,69,66,68.0,73.0
401056554,72,69,75.0,69.0
401056555,69,67,,71.0
401056556,73,67,72.0,71.0
401056559,74,65,70.0,68.0
401148235,71,67,71.0,70.0
401148236,68,66,70.0,70.0
401148243,69,69,68.0,66.0
401155422,74,70,69.0,
401155423,70,74,,
401155426,78,68,,
401155459,67,69,67.0,74.0
401155461,72,68,79.0,77.0
401155466,69,65,70.0,70.0
401155473,72,67,,
401219481,71,71,,
401219498,69,71,,
401219793,72,66,71.0,70.0
401223849,75,68,,
401242997,69,66,68.0,67.0
401243000,71,69,71.0,69.0
401243001,69,70,74.0,69.0
401243006,70,72,,
401243009,77,75,,
401243011,70,71,,
