,1,2,3,4
401056252,70,72,,
401056503,72,70,67.0,67.0
401056504,72,70,,
401056505,65,69,68.0,68.0
401056506,72,77,,
401056510,69,69,65.0,70.0
401056511,70,71,72.0,
401056512,70,71,72.0,74.0
401056513,70,74,,
401056514,74,70,70.0,
401056515,71,71,72.0,76.0
401056520,68,72,,
401056523,73,76,,
401056525,69,69,72.0,69.0
401056526,70,75,,
401056545,70,68,,
401056546,68,70,65.0,69.0
401056549,70,68,70.0,67.0
401056550,76,78,,
401056551,69,66,67.0,68.0
401056555,71,64,,66.0
401056557,72,70,,
401056558,69,68,69.0,73.0
401148234,72,72,,
401219333,71,70,79.0,73.0
401243003,71,71,71.0,72.0
401243008,66,73,75.0,74.0
