,1,2,3,4
401148233,71,69,,
401148234,73,70,,
401148235,72,72,,
401148236,71,70,,
401148237,72,72,71.0,70.0
401148240,68,68,71.0,72.0
401148242,71,69,68.0,76.0
401148243,68,69,67.0,72.0
401155418,81,73,,
401155419,69,67,71.0,71.0
401155420,70,72,74.0,70.0
401155422,73,69,68.0,87.0
401155425,69,73,69.0,68.0
401155460,71,71,,
401155472,68,76,,
401155473,64,69,72.0,66.0
401219480,67,72,68.0,74.0
401219793,74,67,,
401219799,68,74,65.0,71.0
401219801,72,66,69.0,76.0
401219802,69,67,70.0,75.0
401242998,77,74,,
401243000,73,72,,
401243003,68,71,69.0,67.0
401243008,73,71,73.0,69.0
401243009,73,79,,
401243419,68,72,,
401243420,76,74,,
401243433,72,71,,
