,1,2,3,4
401056503,85,73,,
401056523,74,72,,
401056525,72,70,77.0,71.0
401056548,71,71,,
401056552,70,74,72.0,79.0
401056557,71,75,,
401219333,78,77,,
401219481,79,71,,
