,1,2,3,4
401056252,68,71,74.0,76.0
401056503,69,68,72.0,71.0
401056504,68,67,70.0,68.0
401056505,71,67,73.0,67.0
401056506,72,68,68.0,72.0
401056510,65,67,67.0,64.0
401056511,71,71,65.0,71.0
401056512,72,73,,
401056515,71,77,,
401056520,70,72,,
401056521,70,74,73.0,68.0
401056523,72,76,,
401056525,74,71,,
401056526,73,74,,
401056528,68,74,71.0,68.0
401056550,73,74,,
401056551,72,70,,
401056553,71,75,,
401056555,68,73,,
401148242,69,70,69.0,75.0
401148243,71,71,,
401155418,69,67,75.0,70.0
401155419,70,67,73.0,
401155421,66,67,66.0,74.0
401155426,70,69,73.0,69.0
401155460,67,68,72.0,69.0
401155466,71,67,,
401155472,75,74,,
401219480,65,67,69.0,69.0
401219793,70,68,72.0,71.0
401219794,75,71,,
401219795,75,71,,
401219799,67,75,71.0,76.0
401219800,71,73,,
401219801,72,69,,
401223849,69,74,,
401242996,73,70,72.0,68.0
401242997,65,68,67.0,66.0
401242999,77,73,,
401243004,78,70,,
401243005,82,73,,
401243006,72,76,,
401243008,70,71,68.0,70.0
401243010,73,83,,
401243011,70,71,,
401243401,71,76,,
401243419,73,69,,
401243433,71,74,,
