,1,2,3,4
401056545,70,72,,
401056547,71,71,71.0,70.0
401056548,69,65,72.0,68.0
401056550,70,70,67.0,72.0
401056557,68,67,67.0,67.0
401056558,77,69,,
401148233,69,67,68.0,68.0
401148234,70,71,74.0,68.0
401148235,71,72,,
401148236,70,67,65.0,70.0
401148237,71,72,69.0,67.0
401148240,69,70,66.0,71.0
401148242,71,71,,
401148243,66,67,66.0,73.0
401155418,77,69,,
401155419,68,70,68.0,68.0
401155420,70,73,74.0,71.0
401155421,69,67,71.0,69.0
401155422,73,67,72.0,74.0
401155426,68,76,,
401155427,73,73,79.0,75.0
401155459,67,70,73.0,70.0
401155460,65,70,70.0,70.0
401155461,76,76,,
401155466,68,67,69.0,63.0
401155472,70,73,,
401155473,67,64,63.0,68.0
401155474,73,73,,
401219481,73,67,70.0,67.0
401219498,72,66,65.0,67.0
401219793,70,69,69.0,62.0
401219794,70,70,70.0,69.0
401219795,69,68,,
401219799,65,71,67.0,69.0
401219800,71,70,73.0,71.0
401219801,72,72,,
401242998,73,71,,
401242999,72,68,,
401243001,74,70,,
401243004,73,73,76.0,73.0
401243005,73,73,,
401243009,72,68,73.0,74.0
401243011,81,71,,
401243401,70,70,76.0,74.0
401243419,64,67,69.0,70.0
401243420,72,74,,
401243433,68,72,73.0,68.0
