,1,2,3,4
401056252,70,72,,
401056503,74,74,,
401056504,69,69,68.0,72.0
401056505,71,71,,
401056510,71,73,,
401056511,71,68,73.0,
401056514,69,69,71.0,70.0
401056517,68,68,72.0,71.0
401056520,72,74,,
401056523,69,72,74.0,73.0
401056525,68,74,67.0,73.0
401056526,68,71,75.0,71.0
401056545,67,68,65.0,66.0
401056546,74,69,,
401056548,62,73,,
401056549,69,65,67.0,69.0
401056550,70,72,71.0,73.0
401056551,66,67,69.0,73.0
401056555,69,71,,
401056557,71,73,,
401056558,67,71,,
401148240,70,70,71.0,67.0
401148242,73,70,,
401219480,70,71,72.0,75.0
401219802,74,69,,
