,1,2,3,4
401056252,70,75.0,,
401056501,69,77.0,70.0,65.0
401056511,75,68.0,74.0,
401056512,71,68.0,70.0,70.0
401056515,71,71.0,69.0,70.0
401056516,71,69.0,70.0,71.0
401056521,78,72.0,,
401056522,75,73.0,,
401056523,69,71.0,74.0,72.0
401056527,75,73.0,,
401056528,74,70.0,,
401056544,66,70.0,66.0,75.0
401056547,74,67.0,65.0,73.0
401056550,75,73.0,,
401056552,71,70.0,69.0,77.0
401056554,69,69.0,72.0,74.0
401056555,66,68.0,,67.0
401056556,71,71.0,67.0,71.0
401056559,69,72.0,70.0,70.0
401148238,76,71.0,70.0,68.0
401148241,68,77.0,78.0,76.0
401155423,73,71.0,,
401155424,73,68.0,70.0,72.0
401155427,71,71.0,77.0,73.0
401155459,71,72.0,,
401155460,71,68.0,67.0,66.0
401155461,74,66.0,70.0,82.0
401155466,68,71.0,,
401155467,69,70.0,74.0,74.0
401155473,71,73.0,,
401219333,77,73.0,,
401219478,71,66.0,74.0,73.0
401219481,75,72.0,,
401219498,70,70.0,,
401219799,67,74.0,72.0,72.0
401219800,77,,,
401219801,69,74.0,,
401243004,73,71.0,68.0,77.0
401243008,70,70.0,67.0,73.0
401243009,73,74.0,,
401243010,76,73.0,,
401243011,68,71.0,67.0,69.0
401243433,71,72.0,,
