,1,2,3,4
401056501,71,72,71.0,67.0
401056502,74,71,76.0,80.0
401056505,65,66,72.0,75.0
401056506,68,72,63.0,66.0
401056507,69,71,71.0,68.0
401056510,67,68,67.0,65.0
401056511,72,71,71.0,
401056513,73,70,,
401056516,69,73,70.0,69.0
401056520,74,72,,
401056522,71,70,,
401056523,70,71,76.0,72.0
401056527,70,70,73.0,69.0
401056528,72,69,71.0,72.0
401056544,66,76,,
401056545,65,64,69.0,67.0
401056547,73,73,,
401056549,71,72,,
401056552,70,75,,
401056553,78,73,,
401056554,75,74,,
401056556,80,67,,
401056557,70,72,,
401056558,65,74,67.0,66.0
401148233,70,77,,
401148234,68,74,,
401148235,75,69,,
401148236,66,67,70.0,69.0
401148237,71,75,,
401148242,67,71,71.0,73.0
401148243,69,69,67.0,75.0
401155418,70,74,,
401155419,72,69,69.0,
401155420,69,79,,
401155421,70,71,74.0,70.0
401155426,70,72,74.0,78.0
401155459,74,69,,
401155460,71,72,,
401155466,66,66,66.0,67.0
401155472,69,70,70.0,67.0
401155473,66,67,73.0,68.0
401219480,71,67,71.0,73.0
401219498,70,69,,
401219793,72,71,,
401219794,72,69,78.0,68.0
401219795,67,68,65.0,69.0
401219800,69,67,70.0,68.0
401219801,65,66,70.0,66.0
401219802,72,68,71.0,64.0
401223849,73,75,,
401242997,64,69,65.0,64.0
401242999,69,65,69.0,74.0
401243000,69,70,76.0,69.0
401243004,76,69,73.0,75.0
401243005,70,69,72.0,74.0
401243006,71,72,,
401243009,71,74,70.0,65.0
401243011,74,69,,
401243401,69,70,70.0,73.0
401243419,69,64,71.0,63.0
401243420,69,72,71.0,77.0
401243433,66,75,76.0,68.0
