,1,2,3,4
401056500,72,68,66.0,64.0
401056501,72,72,71.0,74.0
401056502,70,69,78.0,72.0
401056510,73,64,68.0,65.0
401056512,73,76,,
401056513,75,74,,
401056515,71,74,,
401056516,73,72,72.0,74.0
401056520,74,76,,
401056521,75,71,,
401056522,68,76,,
401056526,70,70,74.0,70.0
401056527,72,72,70.0,69.0
401056544,69,70,72.0,74.0
401056545,65,69,67.0,64.0
401056547,75,67,73.0,71.0
401056548,68,66,68.0,69.0
401056549,67,68,73.0,68.0
401056550,69,69,71.0,68.0
401056552,71,74,,
401056554,74,72,,
401056556,71,73,75.0,71.0
401056557,69,69,70.0,67.0
401148234,72,71,,
401148235,72,72,,
401148236,71,66,66.0,70.0
401148237,70,71,70.0,70.0
401148242,70,74,,
401148243,69,64,70.0,70.0
401155418,70,72,,
401155419,70,68,71.0,
401155420,73,71,,
401155421,71,75,,
401155423,71,70,78.0,73.0
401155425,64,70,71.0,68.0
401155426,73,74,,
401155460,74,69,,
401155466,69,65,65.0,70.0
401155472,66,74,65.0,69.0
401155473,69,69,,
401219480,67,72,73.0,68.0
401219498,69,70,,
401219793,70,69,68.0,72.0
401219794,74,68,,
401219795,70,75,,
401219799,70,73,76.0,73.0
401219801,67,65,68.0,66.0
401219802,68,67,72.0,72.0
401223849,72,71,,
401242997,67,73,,
401242998,72,70,70.0,71.0
401242999,71,67,70.0,67.0
401243000,70,70,73.0,71.0
401243001,70,71,71.0,71.0
401243004,76,76,,
401243005,83,84,,
401243009,71,68,72.0,71.0
401243011,70,72,,
401243401,70,68,70.0,70.0
401243420,67,74,68.0,75.0
401243433,68,70,72.0,71.0
