,1,2,3,4
401056500,73,69,72.0,66.0
401056501,73,70,65.0,65.0
401056502,68,73,73.0,71.0
401056514,69,68,69.0,74.0
401056515,68,71,69.0,71.0
401056516,76,69,66.0,68.0
401056521,65,75,70.0,69.0
401056522,77,76,,
401056523,71,71,71.0,71.0
401056527,73,70,75.0,68.0
401056528,68,69,70.0,71.0
401056543,69,72,74.0,72.0
401056547,73,75,,
401056551,70,70,67.0,69.0
401056552,75,69,74.0,74.0
401056554,72,71,74.0,70.0
401056556,70,74,74.0,72.0
401056559,70,71,67.0,66.0
401148238,68,74,68.0,70.0
401148239,73,66,70.0,67.0
401148241,73,72,69.0,77.0
401155422,70,74,75.0,
401155423,68,69,72.0,70.0
401155424,71,71,67.0,68.0
401155427,74,82,,
401155459,68,67,69.0,68.0
401155460,75,72,,
401155461,74,75,,
401155466,65,70,72.0,64.0
401155467,73,74,76.0,72.0
401155472,71,69,70.0,64.0
401155473,67,67,67.0,71.0
401219333,68,70,74.0,78.0
401219478,73,71,74.0,72.0
401219481,72,76,,
401219498,73,70,,
401219793,74,70,,
401219794,72,69,71.0,72.0
401219795,68,69,,
401219799,71,73,,
401219801,71,68,70.0,68.0
401219802,74,71,,
401243000,73,75,,
401243002,74,73,73.0,75.0
401243006,75,71,,
401243008,71,80,,
401243009,70,71,78.0,68.0
401243419,64,71,66.0,72.0
401243420,74,73,,
401243433,73,74,,
