,1,2,3,4
401056252,72,75.0,,
401056503,76,70.0,,
401056505,69,71.0,,
401056506,71,65.0,70.0,67.0
401056510,69,68.0,,
401056511,66,67.0,68.0,69.0
401056512,71,69.0,77.0,73.0
401056513,72,72.0,,
401155422,73,65.0,71.0,77.0
401155426,73,71.0,,
401219480,67,67.0,70.0,74.0
401219793,69,71.0,,
401219794,72,75.0,,
401219795,67,71.0,,
401219800,71,69.0,75.0,74.0
401219801,70,68.0,69.0,73.0
401243000,73,73.0,,
401243006,80,,,
401243009,83,74.0,,
401243401,71,73.0,,
401243419,67,69.0,71.0,69.0
401243420,70,73.0,72.0,70.0
401243433,71,71.0,,
