,1,2,3,4
401056252,77,69,,
401056501,71,71,72.0,64.0
401056502,74,68,74.0,75.0
401056505,65,67,68.0,68.0
401056510,73,65,70.0,67.0
401056511,65,66,65.0,67.0
401056513,72,67,69.0,72.0
401056514,72,70,65.0,72.0
401056515,68,72,77.0,77.0
401056521,70,75,68.0,73.0
401056522,76,75,,
401056523,73,71,,
401056528,71,69,74.0,71.0
401056543,67,68,71.0,76.0
401056544,67,71,73.0,69.0
401056545,68,70,,
401056547,74,69,72.0,73.0
401056549,70,70,,
401056550,73,69,68.0,73.0
401056552,72,70,70.0,73.0
401056554,72,73,73.0,71.0
401056555,65,66,,70.0
401056558,64,66,69.0,67.0
401148235,68,70,67.0,67.0
401148236,67,66,68.0,63.0
401148239,71,69,71.0,68.0
401148241,74,77,69.0,68.0
401148243,71,67,74.0,68.0
401155421,69,67,72.0,70.0
401155422,74,69,71.0,
401155423,71,71,69.0,70.0
401155459,65,71,68.0,72.0
401155460,67,69,69.0,67.0
401155461,76,70,70.0,81.0
401155467,73,71,75.0,69.0
401155474,70,72,,
401155475,74,72,73.0,69.0
401219333,72,73,74.0,80.0
401219478,74,71,,
401219481,68,71,70.0,73.0
401219498,72,65,67.0,69.0
401219795,67,68,62.0,74.0
401219796,75,69,69.0,70.0
401219797,75,67,70.0,71.0
401219801,76,69,,
401219802,72,74,,
401223849,66,73,76.0,68.0
401242998,69,70,73.0,71.0
401242999,67,70,73.0,67.0
401243001,71,71,70.0,70.0
401243004,79,72,,
401243005,74,69,71.0,70.0
401243006,72,65,70.0,68.0
401243009,70,73,71.0,70.0
401243011,76,67,,
401243401,72,66,74.0,66.0
401243420,74,72,,
401243433,73,72,,
