,1,2,3,4
401056500,65,73,70.0,68.0
401056501,76,69,70.0,66.0
401056502,68,76,70.0,75.0
401056505,67,69,68.0,66.0
401056506,71,71,,
401056511,66,70,70.0,70.0
401056512,64,75,71.0,77.0
401056513,73,68,72.0,71.0
401056515,69,73,69.0,72.0
401056520,71,74,,
401056521,73,73,,
401056522,72,70,74.0,76.0
401056523,71,70,71.0,74.0
401056526,72,72,,
401056528,71,65,69.0,67.0
401056543,71,67,70.0,72.0
401056544,68,67,72.0,70.0
401056547,77,74,,
401056549,67,70,71.0,68.0
401056551,66,70,69.0,69.0
401056552,78,71,,
401056553,68,67,68.0,69.0
401056556,80,73,,
401056559,72,70,70.0,69.0
401148235,71,76,,
401148236,68,72,,
401148238,74,69,72.0,71.0
401148239,68,75,71.0,69.0
401148242,68,70,66.0,67.0
401155420,73,71,,
401155421,69,66,75.0,77.0
401155423,72,75,,
401155426,72,72,,
401155427,74,79,,
401155459,72,70,,
401155460,73,69,,
401155461,72,74,75.0,74.0
401155466,72,66,,
401155467,72,74,70.0,72.0
401155473,68,64,76.0,69.0
401219478,70,66,74.0,68.0
401219480,71,70,73.0,71.0
401219481,72,72,,
401219498,68,68,70.0,69.0
401219793,69,70,71.0,72.0
401219794,70,69,68.0,68.0
401219795,68,66,69.0,71.0
401219800,72,69,73.0,70.0
401219801,67,73,,
401223849,73,69,73.0,70.0
401242997,65,72,,
401242999,71,70,,
401243000,70,72,74.0,75.0
401243001,71,70,72.0,68.0
401243004,74,74,,
401243005,78,74,,
401243006,67,72,65.0,70.0
401243010,79,71,,
401243011,72,72,,
401243401,70,71,,
401243420,74,69,72.0,68.0
