,1,2,3,4
401056252,71,75,,
401056503,71,68,64.0,68.0
401056504,74,69,,
401056505,72,71,,
401056506,69,67,70.0,64.0
401056510,68,67,64.0,64.0
401056511,71,69,72.0,
401056514,75,73,70.0,
401056517,69,77,,
401056521,71,78,,
401056522,72,70,68.0,74.0
401056525,72,72,,
401056526,69,67,66.0,66.0
401056527,70,71,71.0,76.0
401056528,74,72,,
401056542,68,71,71.0,74.0
401056543,69,66,69.0,69.0
401056544,66,71,70.0,69.0
401056545,69,66,65.0,67.0
401056547,72,76,,
401056552,72,72,76.0,71.0
401056553,69,73,71.0,68.0
401056554,72,69,74.0,77.0
401056555,70,69,,
401056557,73,69,,
401056558,70,64,70.0,70.0
401056559,67,71,70.0,69.0
401148234,72,71,,
401148235,68,73,72.0,65.0
401148238,70,72,69.0,66.0
401148239,69,64,66.0,70.0
401148241,67,73,74.0,66.0
401155413,73,70,74.0,73.0
401155418,68,71,69.0,66.0
401155421,71,69,71.0,68.0
401155423,70,75,,
401155424,68,70,72.0,75.0
401155426,73,75,,
401155427,73,75,,
401155459,66,67,67.0,71.0
401155461,73,74,72.0,72.0
401155466,73,66,,
401155467,72,68,66.0,70.0
401155473,69,70,,
401155474,72,65,69.0,67.0
401155475,76,69,70.0,72.0
401219333,71,76,,
401219478,74,65,71.0,69.0
401219480,70,76,,
401219481,69,76,,
401219498,68,63,69.0,70.0
401219794,67,70,69.0,70.0
401219796,77,70,72.0,72.0
401219797,69,67,68.0,66.0
401219800,69,67,73.0,68.0
401219801,67,70,66.0,64.0
401219802,71,66,68.0,66.0
401223849,71,69,74.0,70.0
401242998,72,71,73.0,70.0
401242999,69,68,68.0,67.0
401243001,72,71,,
401243004,66,69,71.0,74.0
401243005,68,72,72.0,66.0
401243009,71,74,67.0,70.0
401243010,73,69,68.0,74.0
401243011,67,64,72.0,68.0
401243420,69,72,73.0,72.0
401243433,70,68,70.0,71.0
