,1,2,3,4
401056502,75,69,67.0,72.0
401056516,72,74,68.0,71.0
401056521,73,73,,
401056522,70,69,76.0,69.0
401056527,71,71,68.0,73.0
401056547,72,68,77.0,71.0
401056551,72,70,,
401056552,73,70,71.0,77.0
401056556,71,77,,
401056559,66,71,65.0,75.0
