,1,2,3,4
401148233,68,69,,
401148234,69,69,75.0,74.0
401148235,69,75,,
401148237,73,72,,
401148240,67,73,70.0,73.0
401148242,68,69,73.0,68.0
401148243,68,69,66.0,69.0
401155418,71,69,71.0,67.0
401155419,66,67,67.0,73.0
401155420,71,71,78.0,71.0
401155422,66,76,69.0,75.0
401155425,71,69,72.0,70.0
401155426,74,72,,
401155460,66,75,,
401155472,69,74,,
401155473,71,75,,
401219480,71,70,69.0,72.0
401219793,70,71,,
401219794,70,68,69.0,69.0
401219795,72,71,,
401219799,65,80,,
401219801,76,71,,
401219802,69,69,69.0,74.0
401223849,68,69,70.0,67.0
401242997,65,72,,
401242998,72,68,76.0,74.0
401243000,73,76,,
401243003,68,70,72.0,67.0
401243006,67,74,69.0,64.0
401243008,73,71,71.0,68.0
401243009,72,70,74.0,71.0
401243011,71,68,69.0,71.0
401243401,72,67,65.0,71.0
401243420,71,75,,
401243433,73,74,,
