,1,2,3,4
401056515,75,67,69.0,71.0
401056516,69,66,69.0,70.0
401056520,67,70,70.0,69.0
401056522,69,70,74.0,67.0
401056523,71,72,72.0,73.0
401056527,73,75,,
401056544,73,73,,
401056547,68,73,71.0,78.0
401056550,69,73,65.0,68.0
401056552,74,71,,
401056555,71,70,,
401056556,69,70,75.0,74.0
401056559,69,71,70.0,69.0
401148238,73,70,72.0,73.0
401148239,70,71,67.0,69.0
401148241,72,68,75.0,75.0
401155423,70,70,71.0,72.0
401155424,74,72,70.0,66.0
401155459,69,70,,
401155461,72,73,73.0,74.0
401155466,64,70,70.0,66.0
401155467,67,71,68.0,71.0
401155473,67,70,72.0,67.0
401219333,74,81,,
401219481,73,73,,
401219498,70,65,65.0,65.0
401219793,72,69,,
401219794,68,68,66.0,67.0
401219795,66,64,69.0,73.0
401219796,71,70,72.0,69.0
401219800,74,71,,
401242996,67,71,67.0,69.0
401242997,70,66,64.0,70.0
401243001,72,71,,
401243002,67,74,67.0,76.0
401243005,65,72,71.0,72.0
401243010,76,72,,
401243011,68,75,,
401243419,65,75,,
