,1,2,3,4
401056252,67,67,73.0,67.0
401056500,71,72,72.0,70.0
401056501,72,73,72.0,71.0
401056504,73,65,70.0,66.0
401056505,71,70,,
401056512,71,76,,
401056513,73,69,,
401056515,68,72,73.0,67.0
401056521,71,72,73.0,70.0
401056522,67,74,69.0,69.0
401056523,72,72,,
401056526,68,70,69.0,64.0
401056528,66,74,72.0,71.0
401056543,71,69,69.0,72.0
401056544,68,72,67.0,68.0
401056548,67,67,65.0,72.0
401056549,68,64,72.0,68.0
401056551,69,70,68.0,73.0
401056552,73,77,,
401056554,65,75,75.0,70.0
401056557,70,73,,
401056558,69,75,,
401148235,74,71,,
401148236,69,64,65.0,69.0
401148238,69,67,72.0,68.0
401148239,72,69,72.0,76.0
401155419,68,65,67.0,69.0
401155421,72,71,,
401155423,71,71,69.0,71.0
401155427,71,75,82.0,70.0
401155459,66,74,,
401155461,70,75,75.0,74.0
401155466,67,70,,
401155472,65,70,67.0,68.0
401155473,67,71,,
401219498,73,69,,
401242998,70,74,,
401242999,70,76,,
401243000,68,73,70.0,70.0
401243005,75,69,71.0,70.0
401243006,72,72,,
401243009,71,72,78.0,73.0
401243011,70,69,72.0,71.0
401243401,70,71,,
401243419,69,73,,
401243420,69,72,73.0,74.0
401243433,66,74,71.0,70.0
