,1,2,3,4
401056252,69,72,69.0,77.0
401056503,75,70,,
401148233,67,76,,
401148234,71,72,,
401148235,70,71,72.0,72.0
401148236,65,69,69.0,68.0
401148237,68,74,73.0,65.0
401148240,71,66,70.0,69.0
401148242,71,69,71.0,65.0
401148243,71,66,68.0,72.0
401155419,69,65,71.0,70.0
401155420,71,71,69.0,69.0
401155422,72,72,66.0,68.0
401155425,70,69,67.0,72.0
401155426,70,69,71.0,69.0
401155427,73,75,,
401155459,69,69,66.0,70.0
401155460,68,68,71.0,66.0
401155461,81,77,,
401155473,73,71,,
401155474,67,71,70.0,71.0
401155475,77,70,73.0,68.0
401219498,72,66,66.0,72.0
401219793,69,71,,
401219794,69,71,67.0,69.0
401219795,72,69,,
401219799,69,71,69.0,68.0
401219800,71,71,67.0,67.0
401219801,77,69,,
401219802,70,71,63.0,66.0
401223849,72,76,,
401242998,74,74,,
401243000,68,69,69.0,66.0
401243001,72,71,,
401243004,71,72,72.0,77.0
401243005,80,77,,
401243006,76,70,,
401243011,71,67,66.0,67.0
401243401,67,73,79.0,72.0
401243420,72,74,,
