,1,2,3,4
401056252,68,69.0,72.0,70.0
401056503,71,76.0,,
401056506,74,71.0,,
401056510,67,67.0,68.0,71.0
401056511,71,66.0,69.0,69.0
401056512,71,67.0,71.0,74.0
401056514,71,72.0,69.0,70.0
401056515,73,72.0,,
401056517,72,70.0,70.0,71.0
401056520,67,70.0,74.0,70.0
401056523,69,73.0,71.0,70.0
401056525,72,69.0,66.0,72.0
401056526,70,,,
401056545,69,69.0,,
401056546,69,70.0,72.0,68.0
401056548,71,69.0,,
401056549,72,70.0,,
401056550,73,70.0,70.0,77.0
401056551,68,79.0,,
401056555,76,72.0,,
401056556,76,70.0,,
401056558,77,74.0,,
401155425,67,73.0,67.0,70.0
