,1,2,3,4
401056252,74,74,,
401056503,70,70,74.0,71.0
401056506,70,67,69.0,65.0
401056511,68,74,70.0,
401056514,72,76,75.0,
401056517,68,73,66.0,75.0
401056525,70,72,67.0,73.0
401056546,70,72,,
401056548,70,69,,
401056550,79,73,,
401056551,73,68,,
401056555,69,71,,
401056557,66,69,71.0,70.0
401056558,73,72,,
