,1,2,3,4
401056545,66,72,,
401056546,70,65,69.0,69.0
401056548,65,74,70.0,68.0
401056549,64,65,71.0,67.0
401056550,72,71,73.0,69.0
401056551,67,68,68.0,71.0
401056555,73,71,,
401056557,74,71,,
401056558,68,71,68.0,70.0
401148233,64,69,70.0,69.0
401148234,69,69,70.0,69.0
401148237,74,86,,
401148240,73,70,,
401148243,71,73,,
401155419,72,68,69.0,
401155420,70,73,69.0,72.0
401155421,74,72,,
401155422,72,74,70.0,
401155425,70,69,69.0,70.0
401155460,69,69,74.0,73.0
401155472,69,74,,
401219480,73,74,,
401219793,73,68,,
401219799,68,81,,
401243000,72,71,76.0,70.0
401243003,72,71,74.0,70.0
401243008,76,72,,
401243419,69,73,,
