,1,2,3,4
401056503,72,78,,
401056506,68,68,67.0,69.0
401056511,73,72,68.0,
401056514,75,70,77.0,
401056517,72,71,71.0,67.0
401056525,73,66,74.0,77.0
401056546,70,72,,
401056548,70,69,70.0,72.0
401056550,78,72,,
401056551,75,73,,
401056555,72,71,,
