,1,2,3,4
401148233,70,68,,
401148234,71,75,,
401148235,70,73,,
401148236,78,74,,
401148237,71,69,80.0,75.0
401148240,67,69,72.0,66.0
401148242,74,74,,
401148243,71,70,,
401155418,74,68,,
401155419,70,74,67.0,
401155420,70,77,,
401155422,73,70,74.0,
401155425,70,68,77.0,65.0
401155460,73,74,,
401155472,74,73,,
401155473,68,70,,
401219480,80,70,,
401219793,69,68,67.0,70.0
401219799,68,78,,
401242997,67,66,71.0,66.0
401242998,73,77,,
401243000,71,73,,
401243003,69,67,68.0,73.0
401243008,74,73,,
401243401,70,70,79.0,69.0
401243419,68,68,73.0,68.0
401243433,77,75,,
