,1,2,3,4
401056511,67,67,69.0,68.0
401056512,75,69,,
401056513,71,71,,
401056517,70,71,69.0,66.0
401056520,72,67,70.0,72.0
401056521,77,72,,
401056522,75,68,70.0,74.0
401056526,71,75,,
401056528,66,69,72.0,74.0
401056545,69,67,67.0,67.0
401056548,66,66,72.0,69.0
401056549,68,74,,
401056550,73,69,70.0,74.0
401056551,66,72,66.0,68.0
401056552,70,66,78.0,78.0
401056553,71,67,71.0,75.0
401056555,67,71,,69.0
401056556,73,70,74.0,70.0
401056558,68,66,69.0,67.0
401148235,73,69,66.0,72.0
401148236,66,67,69.0,67.0
401148237,77,75,,
401148239,67,66,70.0,70.0
401155418,70,70,69.0,69.0
401155419,69,68,69.0,68.0
401155421,69,71,66.0,67.0
401155422,70,69,70.0,69.0
401155426,69,70,69.0,69.0
401155459,65,67,67.0,66.0
401155461,73,75,,
401155467,71,67,67.0,65.0
401155474,66,66,67.0,67.0
401155475,73,74,69.0,70.0
401155476,69,71,64.0,73.0
401219333,73,70,74.0,76.0
401219481,67,67,70.0,69.0
401219498,67,69,63.0,65.0
401219796,71,70,70.0,72.0
401219797,69,68,69.0,67.0
401219802,69,70,67.0,67.0
401242996,69,65,67.0,72.0
401242997,64,68,64.0,66.0
401242999,69,71,,
401243000,67,66,72.0,65.0
401243002,73,71,69.0,72.0
401243005,74,68,71.0,67.0
401243010,75,73,,
401243011,67,71,66.0,70.0
401243419,69,67,67.0,64.0
