,1,2,3,4
401056500,66,67,71.0,65.0
401056501,76,71,70.0,65.0
401056505,65,70,69.0,71.0
401148233,71,59,73.0,72.0
401148235,72,70,71.0,69.0
401148237,74,72,,
401148242,70,71,73.0,68.0
401148243,73,71,,
401155419,71,72,68.0,
401155421,69,77,,
401155422,68,67,74.0,74.0
401155423,71,74,,
401155427,72,74,75.0,77.0
401155460,69,69,66.0,77.0
401155466,68,68,69.0,69.0
401219480,71,71,,
401219498,73,67,,
401219793,69,70,73.0,69.0
401219794,64,72,72.0,70.0
401219795,70,72,,
401219800,70,71,72.0,72.0
401219801,71,67,71.0,76.0
401243000,72,73,,
401243006,66,70,75.0,65.0
401243009,75,73,,
401243419,74,69,,
