,1,2,3,4
401056516,74,73,77.0,70.0
401056547,75,68,68.0,70.0
401056552,76,71,,
401148233,68,70,,
401148236,72,68,,
401148237,70,77,,
401155425,73,76,,
401155426,66,75,71.0,74.0
401155459,72,68,,
401155460,68,71,66.0,69.0
401155467,73,70,61.0,66.0
401155472,68,71,67.0,68.0
401155473,67,68,70.0,69.0
401155474,75,69,,
401219333,74,77,,
401219481,67,76,,
401219794,72,74,,
401219795,67,67,65.0,73.0
401219799,71,77,,
401219800,71,80,,
401242998,68,75,71.0,73.0
401242999,70,71,,
401243000,66,69,74.0,69.0
401243003,70,76,,
401243005,73,74,,
401243006,74,66,71.0,70.0
401243008,70,74,75.0,72.0
401243009,73,72,74.0,69.0
401243011,72,67,67.0,70.0
401243419,71,68,,
401243420,75,71,,
401243433,70,65,74.0,73.0
