,1,2,3,4
401056502,69,75,74.0,79.0
401056516,74,71,70.0,67.0
401056520,71,68,72.0,68.0
401056521,71,69,69.0,71.0
401056522,69,73,70.0,70.0
401056527,75,77,,
401056528,75,74,,
401056547,73,70,72.0,72.0
401056552,69,67,70.0,72.0
401056556,70,68,71.0,71.0
401056559,70,69,65.0,73.0
401148241,69,84,70.0,69.0
401155424,74,77,71.0,66.0
401155426,71,73,,
401155427,69,73,76.0,75.0
401155459,70,70,,
401155460,66,69,68.0,71.0
401155461,72,70,70.0,72.0
401155466,70,72,,
401155467,72,71,73.0,67.0
401155473,69,70,,
401219333,70,75,73.0,77.0
401219478,69,73,70.0,77.0
401219481,71,70,74.0,72.0
401219498,68,68,66.0,77.0
401219801,64,71,70.0,68.0
401223849,72,70,75.0,67.0
401243003,76,73,,
401243004,70,73,72.0,71.0
401243006,74,69,,
401243009,69,68,67.0,70.0
401243010,74,72,71.0,73.0
401243011,65,72,65.0,73.0
401243420,69,67,73.0,70.0
