,1,2,3,4
401056503,68,72,73.0,70.0
401056526,71,68,70.0,70.0
401056551,67,69,69.0,69.0
401056556,72,74,,
401148233,65,62,71.0,69.0
401148234,68,66,72.0,70.0
401148236,67,67,74.0,75.0
401148237,69,74,69.0,71.0
401148240,62,69,69.0,66.0
401148242,66,69,70.0,68.0
401148243,70,66,63.0,68.0
401155419,65,64,66.0,70.0
401155420,75,72,,
401155421,70,72,,
401155423,69,72,71.0,70.0
401155424,73,70,67.0,70.0
401155427,67,74,75.0,75.0
401155459,68,69,69.0,73.0
401155460,79,65,,
401155461,71,73,70.0,77.0
401155466,70,67,,
401155467,69,67,69.0,68.0
401155474,70,59,67.0,71.0
401155475,75,72,72.0,66.0
401155476,71,66,66.0,65.0
401219478,71,68,72.0,71.0
401219481,66,71,65.0,68.0
401219794,73,67,72.0,70.0
401219795,69,67,,
401219796,71,77,71.0,70.0
401219797,67,65,69.0,72.0
401219800,67,75,72.0,65.0
401223849,72,72,,
401242996,70,66,70.0,69.0
401242998,65,79,,
401242999,67,65,66.0,70.0
401243001,67,74,74.0,66.0
401243002,69,70,67.0,68.0
401243005,74,71,,
401243009,68,78,69.0,73.0
401243010,73,72,71.0,71.0
401243401,70,71,,
401243419,67,70,68.0,72.0
401243433,73,67,66.0,74.0
