,1,2,3,4
401056252,72,68.0,73.0,77.0
401056500,72,71.0,68.0,72.0
401056501,70,75.0,80.0,72.0
401056504,70,72.0,,
401056506,74,77.0,,
401056507,71,72.0,80.0,73.0
401056510,71,69.0,,
401056512,74,69.0,,
401056513,70,72.0,,
401056514,72,69.0,74.0,
401056515,71,75.0,,
401056521,73,74.0,,
401056522,74,78.0,,
401056523,70,76.0,,
401056527,76,78.0,,
401056528,73,74.0,,
401056545,72,74.0,,
401056548,73,72.0,,
401056549,69,73.0,,
401056551,74,73.0,,
401056552,74,71.0,,
401056553,72,76.0,,
401056554,71,75.0,,
401056557,75,76.0,,
401056558,72,72.0,,
401148233,73,68.0,,
401148234,77,,,
401148235,72,74.0,,
401148236,71,70.0,,
401148237,81,,,
401148238,76,72.0,71.0,75.0
401148242,75,73.0,,
401155460,73,70.0,,
401155466,70,72.0,,
401155472,70,72.0,,
401155473,75,74.0,,
401219480,72,74.0,,
401219498,72,69.0,,
401219793,76,70.0,,
401219794,70,72.0,,
401219795,72,66.0,,
401219799,75,71.0,,
401219800,75,71.0,,
401219802,73,78.0,,
401223849,71,77.0,,
401242997,67,69.0,69.0,68.0
401242998,69,74.0,74.0,72.0
401242999,67,71.0,74.0,68.0
401243000,71,74.0,,
401243003,68,75.0,76.0,71.0
401243006,74,70.0,,
401243008,76,73.0,,
401243009,76,74.0,,
401243011,72,,,
401243401,78,73.0,,
401243419,69,67.0,71.0,75.0
401243420,73,81.0,,
401243433,73,71.0,,
