,1,2,3,4
401056504,72,67,66.0,66.0
401056505,71,65,63.0,69.0
401056507,74,71,73.0,73.0
401056511,68,70,70.0,
401056512,74,69,,
401056515,71,73,,
401056516,73,68,71.0,67.0
401056521,72,70,74.0,71.0
401056522,71,74,,
401056527,75,71,68.0,67.0
401056544,68,73,71.0,68.0
401056545,71,64,65.0,71.0
401056547,72,69,71.0,74.0
401056550,69,70,69.0,71.0
401056551,69,69,66.0,71.0
401056552,70,71,71.0,75.0
401056554,74,72,,
401056555,74,68,,
401056556,66,71,79.0,69.0
401056557,69,69,67.0,72.0
401148234,70,69,73.0,69.0
401148236,70,69,,
401148240,67,65,69.0,65.0
401148242,70,72,,
401148243,70,70,,
401155418,70,72,,
401155419,70,67,73.0,
401155421,70,73,,
401155422,68,74,70.0,77.0
401155423,73,75,,
401155426,71,70,72.0,70.0
401155460,72,69,,
401155466,68,67,69.0,69.0
401155472,69,72,,
401155473,68,71,,
401219498,73,69,,
401219793,72,73,,
401219794,68,69,67.0,72.0
401219795,69,70,,
401219799,68,73,69.0,68.0
401219800,70,66,69.0,69.0
401219801,76,68,,
401219802,67,68,67.0,63.0
401223849,67,76,,
401242999,74,65,73.0,72.0
401243004,75,74,,
401243005,73,71,72.0,75.0
401243006,64,64,75.0,73.0
401243009,75,70,75.0,67.0
401243011,72,75,,
401243401,71,74,,
401243419,64,72,71.0,71.0
401243420,72,71,68.0,69.0
