,1,2,3,4
401056252,69,69,75.0,70.0
401056503,71,71,72.0,68.0
401056504,71,70,,
401056505,70,69,,
401056506,74,71,,
401056510,61,74,70.0,68.0
401056511,66,68,69.0,69.0
401056512,70,67,69.0,75.0
401056514,73,73,72.0,
401056517,78,75,,
401056520,72,64,72.0,75.0
401056523,76,73,,
401056525,73,72,,
401056526,73,69,71.0,70.0
401056545,68,61,70.0,69.0
401056546,72,69,,
401056548,70,65,68.0,68.0
401056549,73,67,,
401056550,73,71,,
401056551,70,72,,
401056555,69,70,,
401056557,70,70,,
401056558,70,64,69.0,67.0
401148234,72,70,,
