,1,2,3,4
401056252,70,72,,
401056500,67,68,66.0,66.0
401056501,75,73,72.0,74.0
401056504,69,67,65.0,68.0
401056506,74,70,,
401056511,69,69,71.0,
401056512,75,73,,
401056513,71,65,70.0,70.0
401056514,76,78,70.0,
401056520,68,70,73.0,68.0
401056521,71,71,71.0,70.0
401056522,76,70,,
401056523,74,69,70.0,77.0
401056526,75,74,,
401056528,71,72,,
401056544,66,72,73.0,69.0
401056545,69,64,69.0,70.0
401056549,69,72,,
401056550,71,76,,
401056552,72,77,,
401056553,67,72,71.0,71.0
401056554,73,75,,
401056556,68,70,70.0,71.0
401056557,75,71,,
401056558,81,70,,
401148234,73,73,,
401148235,72,69,68.0,71.0
401148236,68,66,69.0,66.0
401148238,75,76,72.0,66.0
401148243,71,65,67.0,73.0
401155418,77,67,,
401155419,73,67,64.0,70.0
401155420,74,72,,
401155421,73,68,68.0,75.0
401155422,71,67,72.0,72.0
401155425,79,70,,
401155426,71,78,,
401155459,70,68,64.0,70.0
401155460,71,69,,
401155472,71,71,,
401155473,65,69,70.0,70.0
401219333,73,73,77.0,75.0
401219498,68,68,68.0,72.0
401219793,70,67,69.0,67.0
401219794,75,74,,
401219795,69,69,,
401219799,68,71,71.0,66.0
401219801,73,65,66.0,67.0
401219802,74,70,,
401223849,73,69,71.0,73.0
401242998,73,72,,
401243000,68,78,,
401243006,74,73,,
401243008,70,70,73.0,69.0
401243009,73,72,66.0,73.0
401243011,74,70,,
401243401,77,73,,
401243419,67,75,,
401243420,72,77,,
401243433,73,72,,
