,1,2,3,4
401056252,70,74.0,,
401056500,66,67.0,68.0,70.0
401056501,70,74.0,71.0,70.0
401056504,70,68.0,66.0,69.0
401056506,69,64.0,72.0,65.0
401056511,68,70.0,68.0,70.0
401056512,72,68.0,74.0,75.0
401056513,67,69.0,69.0,74.0
401056514,73,74.0,69.0,
401056520,71,67.0,71.0,73.0
401056522,70,75.0,,
401056523,71,72.0,69.0,73.0
401056526,75,69.0,,
401056528,74,75.0,,
401056544,71,69.0,71.0,71.0
401056545,71,72.0,,
401056548,68,67.0,64.0,69.0
401056549,66,69.0,69.0,71.0
401056550,70,72.0,72.0,68.0
401056551,70,72.0,,
401056553,67,68.0,70.0,70.0
401056554,74,68.0,69.0,72.0
401056555,70,69.0,,
401056557,64,72.0,69.0,74.0
401056558,71,77.0,,
401148233,66,71.0,,
401148235,69,65.0,72.0,71.0
401148236,68,72.0,,
401148237,67,73.0,74.0,69.0
401148242,73,74.0,,
401148243,67,67.0,66.0,70.0
401155419,67,71.0,65.0,71.0
401155420,72,76.0,,
401155422,73,66.0,74.0,
401155423,71,74.0,,
401155426,71,66.0,73.0,72.0
401155459,71,74.0,,
401155472,65,69.0,68.0,68.0
401155473,68,71.0,,
401219498,74,,,
401219793,72,65.0,74.0,68.0
401219794,70,72.0,,
401219795,71,71.0,,
401219799,73,71.0,,
401219801,75,69.0,,
401219802,72,70.0,,
401223849,77,73.0,,
401242997,71,67.0,,
401242998,74,76.0,,
401243000,74,76.0,,
401243003,74,72.0,,
401243008,74,74.0,,
401243009,79,74.0,,
401243011,72,80.0,,
401243401,74,73.0,,
401243419,68,74.0,,
401243433,72,71.0,,
