,1,2,3,4
401056252,72,66.0,70.0,75.0
401056500,73,72.0,69.0,74.0
401056501,71,70.0,69.0,68.0
401056504,67,69.0,67.0,68.0
401056505,69,65.0,65.0,66.0
401056506,66,71.0,66.0,69.0
401056511,69,67.0,68.0,72.0
401056512,73,73.0,,
401056513,69,69.0,72.0,71.0
401056514,74,72.0,72.0,
401056515,68,76.0,,
401056521,71,70.0,75.0,77.0
401056522,76,,,
401056526,75,71.0,,
401056528,70,69.0,68.0,73.0
401056544,74,73.0,,
401056545,67,69.0,70.0,68.0
401056549,68,69.0,66.0,72.0
401056551,66,70.0,72.0,69.0
401056552,72,72.0,70.0,75.0
401056554,71,75.0,,
401056555,67,70.0,,71.0
401056557,66,73.0,68.0,66.0
401056558,68,70.0,69.0,72.0
401148233,66,70.0,69.0,71.0
401148234,71,70.0,68.0,71.0
401148235,74,77.0,,
401148236,69,70.0,,
401148237,70,74.0,78.0,72.0
401148242,69,72.0,77.0,69.0
401148243,74,65.0,,
401155418,74,75.0,,
401155419,71,68.0,73.0,
401155420,73,67.0,74.0,69.0
401155421,70,71.0,68.0,71.0
401155422,69,78.0,79.0,
401155423,73,69.0,73.0,75.0
401155460,66,69.0,70.0,71.0
401155466,78,69.0,,
401155472,69,72.0,,
401155473,70,69.0,,
401219480,71,67.0,72.0,74.0
401219498,72,67.0,,
401219793,70,68.0,66.0,68.0
401219794,70,72.0,,
401219801,68,69.0,74.0,69.0
401219802,70,69.0,73.0,71.0
401223849,73,69.0,73.0,71.0
401242997,71,66.0,,
401242998,74,74.0,,
401243000,75,76.0,,
401243003,68,74.0,73.0,73.0
401243006,74,75.0,,
401243008,70,75.0,72.0,76.0
401243009,78,75.0,,
401243401,70,73.0,,
401243419,63,69.0,72.0,73.0
401243420,69,75.0,69.0,70.0
401243433,69,76.0,,
