,1,2,3,4
401056252,75,65,73.0,75.0
401056503,71,72,68.0,71.0
401056504,71,65,68.0,70.0
401056505,67,70,74.0,73.0
401056506,69,70,67.0,67.0
401056510,68,68,67.0,67.0
401056511,70,70,67.0,69.0
401056512,69,75,,
401056513,72,73,,
401056515,71,73,,
401056520,70,71,68.0,68.0
401056521,76,69,72.0,78.0
401056522,70,76,,
401056523,75,68,67.0,78.0
401056525,71,70,75.0,70.0
401056526,72,75,,
401056528,72,69,69.0,69.0
401056545,68,68,70.0,64.0
401056546,72,66,68.0,68.0
401056549,72,66,,
401056550,71,71,72.0,72.0
401056551,68,71,68.0,68.0
401056555,66,69,,69.0
401056556,71,69,76.0,73.0
401056557,66,68,71.0,75.0
401056558,69,72,,
401148233,66,65,68.0,67.0
401148234,65,71,68.0,69.0
401148235,70,68,72.0,71.0
401148237,70,72,69.0,66.0
401148242,65,64,68.0,70.0
401148243,71,69,,
401155419,71,68,64.0,74.0
401155420,72,70,74.0,75.0
401155421,65,72,68.0,69.0
401155426,66,74,72.0,68.0
401155427,69,70,74.0,76.0
401155459,72,67,,
401155461,70,73,74.0,72.0
401155472,70,65,67.0,69.0
401155473,64,67,68.0,69.0
401155474,64,66,66.0,69.0
401155475,75,71,69.0,73.0
401155476,70,69,69.0,67.0
401219333,68,70,72.0,73.0
401219481,69,71,69.0,66.0
401219498,67,70,68.0,64.0
401219795,68,69,,
401219796,75,66,69.0,68.0
401219797,66,67,72.0,70.0
401219801,66,66,72.0,62.0
401219802,69,70,66.0,63.0
401242996,65,67,66.0,69.0
401242997,70,64,67.0,67.0
401242998,79,71,,
401242999,72,69,,
401243002,78,69,71.0,80.0
401243004,73,70,71.0,74.0
401243010,74,71,73.0,70.0
401243011,70,76,,
401243419,70,68,63.0,70.0
401243420,72,69,71.0,74.0
