,1,2,3,4
401056252,68,68,72.0,73.0
401056503,69,78,,
401056504,70,67,72.0,67.0
401056505,74,70,,
401056506,75,74,,
401056511,70,66,68.0,70.0
401056512,72,72,,
401056513,71,67,70.0,73.0
401056514,70,70,71.0,65.0
401056515,69,78,,
401056520,72,70,,
401056521,70,72,71.0,79.0
401056522,73,71,,
401056523,75,72,,
401056526,72,69,69.0,64.0
401056528,69,69,69.0,68.0
401056544,75,68,,
401056545,70,67,,
401056547,77,65,74.0,72.0
401056549,67,67,69.0,69.0
401056550,71,69,70.0,74.0
401056553,69,71,69.0,72.0
401056554,72,68,69.0,66.0
401056557,66,70,68.0,73.0
401056558,68,65,69.0,70.0
401148233,66,71,,
401148234,72,67,69.0,64.0
401148235,71,75,,
401148236,70,76,,
401148238,69,69,69.0,70.0
401148239,78,69,72.0,72.0
401148242,71,71,,
401148243,71,73,,
401155419,67,70,71.0,
401155420,72,71,68.0,74.0
401155421,68,74,,
401155422,69,67,68.0,68.0
401155426,69,70,72.0,75.0
401155427,71,77,,
401155459,69,71,,
401155461,75,71,78.0,73.0
401155466,66,66,63.0,67.0
401155467,71,66,71.0,69.0
401155474,64,71,73.0,71.0
401155475,76,80,66.0,69.0
401219333,73,75,,
401219481,69,70,73.0,70.0
401219498,73,67,,
401219793,72,66,65.0,67.0
401219795,69,67,,
401219796,68,70,72.0,72.0
401219797,74,67,70.0,64.0
401219800,68,76,,
401219801,71,67,69.0,70.0
401219802,69,71,71.0,64.0
401223849,70,64,71.0,72.0
401242998,68,75,73.0,70.0
401242999,68,67,69.0,69.0
401243000,69,72,67.0,69.0
401243001,72,66,75.0,73.0
401243005,73,73,,
401243006,69,67,73.0,72.0
401243011,67,71,66.0,73.0
401243401,68,76,,
401243420,69,72,71.0,72.0
401243433,72,72,,
