,1,2,3,4
401056502,72,77,75.0,74.0
401056507,69,68,68.0,72.0
401056512,71,65,69.0,69.0
401056515,72,63,69.0,69.0
401056516,63,70,68.0,67.0
401056521,72,70,66.0,72.0
401056522,67,65,70.0,70.0
401056527,73,71,71.0,68.0
401056542,66,67,68.0,66.0
401056543,69,67,70.0,71.0
401056544,65,68,70.0,69.0
401056547,79,65,,
401056550,66,70,68.0,73.0
401056552,72,71,69.0,69.0
401056554,75,71,,
401056555,67,66,,61.0
401056556,68,69,70.0,72.0
401056559,69,67,62.0,71.0
401148239,72,65,63.0,67.0
401148241,67,67,67.0,68.0
401155420,67,73,67.0,69.0
401155423,68,67,68.0,73.0
401155424,65,69,68.0,68.0
401155427,66,73,73.0,76.0
401155459,68,63,69.0,74.0
401155461,70,72,72.0,78.0
401155466,63,68,69.0,67.0
401155467,73,66,73.0,67.0
401155474,69,70,74.0,69.0
401155475,70,69,73.0,71.0
401155476,64,71,70.0,67.0
401219333,67,76,68.0,75.0
401219478,75,66,67.0,69.0
401219481,70,69,71.0,68.0
401219498,72,65,66.0,70.0
401219796,73,69,66.0,74.0
401219797,73,67,67.0,66.0
401242998,68,71,70.0,73.0
401242999,70,67,70.0,64.0
401243001,73,76,,
401243002,69,70,66.0,71.0
401243004,66,71,72.0,76.0
401243005,79,75,,
401243010,76,74,,
401243420,72,66,68.0,68.0
