,1,2,3,4
401056503,67,70,67.0,71.0
401056504,68,68,70.0,70.0
401056511,73,69,66.0,
401056514,68,72,72.0,67.0
401056517,69,67,71.0,73.0
401056525,69,72,68.0,66.0
401056526,74,70,,
401056528,71,77,,
401056546,65,67,69.0,66.0
401056548,72,70,,
401056555,67,68,,72.0
401148233,67,67,70.0,70.0
401148234,72,70,,
401148237,73,70,71.0,71.0
401148240,71,68,66.0,68.0
401148243,67,63,67.0,71.0
401155418,69,68,71.0,68.0
401155419,69,69,69.0,74.0
401155420,75,70,,
401155422,71,75,76.0,
401155425,72,69,68.0,73.0
401155426,74,71,,
401155460,73,74,,
401155466,67,76,,
401155472,68,75,,
401155473,74,69,,
401219480,72,69,72.0,70.0
401219793,67,65,70.0,71.0
401219794,72,68,71.0,73.0
401219799,67,75,72.0,68.0
401219801,72,76,,
401219802,73,70,,
401223849,77,72,,
401242997,71,67,,
401243000,69,75,,
401243003,70,68,73.0,67.0
401243006,68,71,76.0,70.0
401243008,70,73,74.0,72.0
401243009,74,71,74.0,70.0
401243419,69,69,73.0,76.0
401243420,74,70,77.0,75.0
401243433,72,74,,
