,1,2,3,4
401056503,72,71,72.0,73.0
401056517,72,70,76.0,73.0
401056546,73,70,,
401148234,74,71,,
401148237,71,75,,
401148240,71,69,71.0,69.0
401148243,73,75,,
401155425,71,71,73.0,67.0
401155472,72,69,,
401219799,75,75,,
401243003,76,69,,
