,1,2,3,4
401056547,71,76,,
401056556,73,75,,
401056559,75,77,66.0,72.0
401148239,72,75,68.0,74.0
401148241,74,68,77.0,70.0
401155418,73,67,76.0,67.0
401219797,74,74,69.0,67.0
