,1,2,3,4
401056504,72,69,,
401056517,72,75,,
401056526,71,72,70.0,69.0
401148233,72,74,,
401148235,72,70,71.0,75.0
401148236,69,66,65.0,69.0
401148237,77,74,,
401148240,70,70,70.0,67.0
401148242,69,74,,
401148243,75,65,,
401155418,74,77,,
401155419,73,69,67.0,
401155420,71,74,,
401155422,71,76,68.0,
401155425,72,68,70.0,67.0
401155460,69,68,68.0,70.0
401155472,70,71,,
401155473,69,68,63.0,72.0
401219480,72,69,70.0,72.0
401219793,69,66,66.0,70.0
401219794,67,68,68.0,71.0
401219795,68,69,,
401219799,70,74,,
401219800,69,69,76.0,73.0
401219801,75,70,,
401219802,72,72,,
401242998,72,75,,
401243000,73,76,,
401243003,70,71,73.0,69.0
401243004,75,70,67.0,78.0
401243005,74,76,,
401243006,73,71,,
401243008,76,72,,
401243009,74,72,77.0,70.0
401243401,68,75,,
401243419,66,74,,
401243420,74,72,,
401243433,72,73,,
