,1,2,3,4
401056252,71,74,,
401056504,70,69,68.0,68.0
401056505,64,67,71.0,74.0
401056506,71,66,65.0,66.0
401056510,71,64,64.0,73.0
401056511,67,69,64.0,66.0
401056512,67,76,,
401056514,72,73,,
401056517,71,71,70.0,70.0
401056521,72,79,,
401056522,74,71,,
401056525,74,67,71.0,69.0
401056545,68,69,,
401056546,67,68,65.0,68.0
401056548,69,72,,
401056549,74,67,,
401056550,71,74,,
401056551,69,72,,
401056553,73,69,68.0,79.0
401056555,69,69,,69.0
401056557,69,69,75.0,68.0
401056558,71,73,,
401148233,67,69,68.0,71.0
401148234,70,67,67.0,69.0
401148235,71,75,,
401148237,75,69,74.0,70.0
401148240,69,71,68.0,68.0
401148243,72,71,,
401155419,67,77,79.0,
401155420,68,73,78.0,78.0
401155422,76,71,70.0,
401155425,71,73,,
401155460,69,71,,
401155472,69,77,,
401219480,70,67,71.0,76.0
401219793,74,71,,
401219799,81,72,,
401243000,78,70,,
401243003,75,77,,
401243008,77,79,,
401243419,72,74,,
