,1,2,3,4
401056252,66,72,74.0,75.0
401056503,76,74,,
401056506,71,75,,
401056510,71,69,,
401056511,63,71,63.0,65.0
401056512,69,73,,
401056513,74,73,,
401056514,73,69,72.0,
401056515,70,74,,
401056520,72,71,,
401056521,74,71,69.0,67.0
401056522,71,72,,
401056526,71,73,,
401056527,75,74,,
401056528,71,75,,
401056543,72,70,71.0,75.0
401056544,72,75,,
401056545,73,70,,
401056548,64,73,72.0,67.0
401056549,66,67,70.0,71.0
401056550,70,71,73.0,70.0
401056552,73,70,69.0,75.0
401056553,70,69,71.0,68.0
401056554,76,77,,
401056557,71,69,,
401056558,71,72,,
401056559,71,70,67.0,68.0
401148233,66,62,70.0,72.0
401148234,68,70,71.0,69.0
401148235,67,68,77.0,68.0
401148238,73,72,70.0,70.0
401148239,71,70,74.0,66.0
401148242,63,69,67.0,66.0
401148243,71,66,67.0,70.0
401155413,74,71,75.0,71.0
401155418,72,70,,
401155419,69,70,71.0,
401155421,66,68,66.0,72.0
401155422,74,66,78.0,
401155423,71,73,,
401155426,71,68,74.0,69.0
401155427,69,74,78.0,72.0
401155459,75,67,,
401155461,73,75,,
401155466,67,69,65.0,68.0
401155472,68,72,63.0,64.0
401155473,68,65,71.0,67.0
401155474,68,67,72.0,70.0
401155475,72,77,72.0,71.0
401219333,71,74,69.0,73.0
401219480,70,65,64.0,75.0
401219481,73,68,72.0,68.0
401219498,72,68,,
401219794,74,72,,
401219796,78,72,72.0,78.0
401219797,77,72,66.0,69.0
401219800,68,70,69.0,67.0
401219801,67,68,69.0,68.0
401219802,70,67,63.0,67.0
401223849,68,73,72.0,73.0
401242999,72,68,,
401243000,72,72,,
401243001,69,76,,
401243004,70,81,,
401243005,70,74,67.0,72.0
401243006,68,76,,
401243009,73,74,,
401243011,73,72,,
401243401,68,70,76.0,75.0
401243420,77,76,,
401243433,72,72,,
