,1,2,3,4
401056252,72,68,73.0,73.0
401056503,73,71,,
401056504,71,71,,
401056505,71,74,,
401056506,74,72,,
401056510,72,68,,
401056511,68,75,69.0,
401056513,70,68,71.0,68.0
401056514,73,69,68.0,67.0
401056515,69,70,74.0,69.0
401056520,69,71,70.0,69.0
401056523,78,72,,
401056525,70,70,71.0,72.0
401056526,68,74,68.0,73.0
401056543,70,67,71.0,78.0
401056544,66,71,67.0,75.0
401056549,70,69,,
401056550,69,63,70.0,67.0
401056552,70,71,79.0,71.0
401056553,70,68,73.0,68.0
401056554,70,72,74.0,70.0
401056557,68,69,71.0,70.0
401056558,68,69,,
401056559,74,73,77.0,68.0
401148235,70,70,76.0,72.0
401148236,76,67,,
401148238,69,82,69.0,71.0
401148239,71,68,66.0,75.0
401155413,75,72,71.0,74.0
401155419,71,68,63.0,75.0
401155420,73,68,71.0,67.0
401155421,72,67,64.0,68.0
401155422,67,69,71.0,74.0
401155423,72,69,65.0,70.0
401155427,72,75,70.0,76.0
401155459,70,69,,
401155461,70,78,,
401155466,71,67,,
401155467,66,73,72.0,70.0
401155472,65,72,64.0,67.0
401155474,69,71,,
401155475,74,72,70.0,77.0
401219333,78,76,,
401219478,70,75,,
401219481,74,71,,
401219498,67,69,69.0,68.0
401219795,74,71,,
401219799,69,71,72.0,67.0
401219800,74,68,69.0,71.0
401219802,73,67,65.0,65.0
401223849,72,71,,
401242998,71,68,72.0,72.0
401242999,69,69,68.0,70.0
401243000,69,70,68.0,68.0
401243001,66,70,70.0,66.0
401243002,73,70,67.0,72.0
401243004,70,70,72.0,73.0
401243005,73,73,,
401243010,74,74,,
401243401,66,70,65.0,76.0
401243420,77,76,,
401243433,66,68,66.0,74.0
