,1,2,3,4
401148233,62,65,70.0,70.0
401148234,73,67,71.0,68.0
401148235,70,67,74.0,74.0
401148236,69,68,67.0,68.0
401148237,76,77,,
401148240,76,76,,
401148242,66,66,72.0,65.0
401148243,74,71,,
401155418,76,72,,
401155419,71,73,74.0,
401155420,71,72,70.0,71.0
401155421,73,72,,
401155425,68,73,71.0,70.0
401155426,70,69,70.0,70.0
401155427,72,75,78.0,74.0
401155459,69,76,,
401155460,73,69,,
401155466,70,73,,
401155472,68,68,68.0,64.0
401155473,70,69,,
401155474,66,71,71.0,63.0
401155475,75,72,71.0,75.0
401219793,73,71,,
401219794,78,69,,
401219795,67,67,68.0,69.0
401219796,73,70,70.0,69.0
401219800,72,72,,
401219801,78,70,,
401219802,74,72,,
401223849,74,76,,
401242997,66,67,65.0,68.0
401242998,73,64,73.0,72.0
401242999,72,66,70.0,70.0
401243001,73,73,,
401243004,76,80,,
401243005,75,71,,
401243006,74,73,,
401243008,73,72,73.0,69.0
401243009,75,75,,
401243011,73,75,,
401243401,74,73,,
401243420,74,73,,
401243433,74,69,,
