,1,2,3,4
401056500,70,73,69.0,70.0
401056504,70,67,70.0,71.0
401056506,67,71,70.0,68.0
401056510,67,68,64.0,65.0
401056514,71,74,74.0,
401056515,69,71,74.0,76.0
401056525,72,72,,
401056526,72,78,,
401148240,73,71,,
401148242,69,75,,
401148243,68,74,,
401155426,75,79,,
401155427,72,73,76.0,80.0
401155466,74,67,,
401155473,69,67,71.0,67.0
401219481,73,76,,
401219498,72,69,,
401223849,74,76,,
401242997,69,74,,
401243008,76,76,,
401243009,75,74,,
401243011,74,70,,
