,1,2,3,4
401056502,77,74,79.0,74.0
401056516,76,76,72.0,73.0
401056520,70,68,72.0,67.0
401056522,70,70,70.0,72.0
401056526,75,78,,
401056527,70,72,69.0,72.0
401056545,69,69,,
401056547,70,68,74.0,70.0
401056551,70,72,,
401056552,71,69,70.0,73.0
401056555,73,69,,
401056556,80,75,,
401056559,69,74,72.0,69.0
401148236,72,74,,
401148237,70,73,70.0,72.0
401155419,75,70,66.0,
401155420,78,69,,
401155421,72,73,,
401155425,74,71,,
401155426,73,71,,
401155460,69,76,,
401155466,69,70,,
401219799,71,76,,
401223849,75,79,,
