,1,2,3,4
401056252,72,68.0,69.0,73.0
401056500,69,68.0,74.0,71.0
401056501,76,75.0,69.0,73.0
401056504,66,65.0,77.0,67.0
401056505,68,63.0,66.0,71.0
401056506,68,75.0,,
401056510,71,69.0,,
401056511,76,69.0,69.0,
401056512,76,73.0,,
401056513,79,77.0,,
401056514,74,67.0,73.0,
401056515,69,,,
401056517,71,74.0,75.0,75.0
401056520,72,71.0,,
401056528,73,71.0,,
401056545,69,69.0,,
401056546,69,70.0,68.0,70.0
401056548,68,70.0,70.0,71.0
401056549,77,71.0,,
401056550,73,75.0,,
401056551,75,77.0,,
401056553,74,74.0,,
401056554,79,67.0,,
401056555,70,70.0,,
401056557,70,73.0,,
401056558,77,71.0,,
401148233,69,70.0,,
401148238,76,75.0,70.0,73.0
